Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Cause_of_Death_EN,Nationality_AR,Nationality_EN,Sex_AR,Sex_EN,Value
2003,أبــو ظبــي,Abu Dhabi,السعال الديكي,Whooping Cough,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,عدوى بالمكورات السحائیــــة,Meningococcal Infection,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,عدوى بالمكورات السحائیــــة,Meningococcal Infection,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,عدوى بالمكورات السحائیــــة,Meningococcal Infection,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,عدوى بالمكورات السحائیــــة,Meningococcal Infection,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,عدوى بالمكورات السحائیــــة,Meningococcal Infection,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,التیتانوس-الكزاز,Tetanus,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,التیتانوس-الكزاز,Tetanus,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,التیتانوس-الكزاز,Tetanus,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,التیتانوس-الكزاز,Tetanus,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,التیتانوس-الكزاز,Tetanus,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,التسمم الدموي,Septicaemia,مواطن,Citizen,ذ,M,10
2003,أبــو ظبــي,Abu Dhabi,التسمم الدموي,Septicaemia,مواطن,Citizen,ا,F,7
2003,أبــو ظبــي,Abu Dhabi,التسمم الدموي,Septicaemia,غیر مواطن,Non-Citizen,ذ,M,11
2003,أبــو ظبــي,Abu Dhabi,التسمم الدموي,Septicaemia,غیر مواطن,Non-Citizen,ا,F,6
2003,أبــو ظبــي,Abu Dhabi,التسمم الدموي,Septicaemia,جملة,Total,جملة,Total,34
2003,أبــو ظبــي,Abu Dhabi,الجدري,Smallpox,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الجدري,Smallpox,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الجدري,Smallpox,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الجدري,Smallpox,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الجدري,Smallpox,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,الحصبه,Measles,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الحصبه,Measles,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الحصبه,Measles,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الحصبه,Measles,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الحصبه,Measles,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,الملاريا,Malaria,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الملاريا,Malaria,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الملاريا,Malaria,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الملاريا,Malaria,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الملاريا,Malaria,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,مواطن,Citizen,ا,F,1
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,غیر مواطن,Non-Citizen,ذ,M,1
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,غیر مواطن,Non-Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمعدة,Malignant Neoplasm of the Stomach,جملة,Total,جملة,Total,4
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,مواطن,Citizen,ذ,M,2
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,مواطن,Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,غیر مواطن,Non-Citizen,ذ,M,1
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,غیر مواطن,Non-Citizen,ا,F,6
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقولون,Malignant Neoplasm of the Colon,جملة,Total,جملة,Total,11
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,غیر مواطن,Non-Citizen,ذ,M,2
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,غیر مواطن,Non-Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالمستقیم او الشرج,Malignant Neoplasm of the Rectum,جملة,Total,جملة,Total,4
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",مواطن,Citizen,ذ,M,8
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",مواطن,Citizen,ا,F,3
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",غیر مواطن,Non-Citizen,ذ,M,10
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",غیر مواطن,Non-Citizen,ا,F,5
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",جملة,Total,جملة,Total,26
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,مواطن,Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,غیر مواطن,Non-Citizen,ا,F,7
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,جملة,Total,جملة,Total,9
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بعنق الرحم,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بعنق الرحم,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بعنق الرحم,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بعنق الرحم,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ا,F,3
2003,أبــو ظبــي,Abu Dhabi,ورم خبیث بعنق الرحم,Malignant Neoplasm of the Cervix Uteri,جملة,Total,جملة,Total,3
2003,أبــو ظبــي,Abu Dhabi,اورام خبیثة اخرى,Other Malignant Neoplasm,مواطن,Citizen,ذ,M,14
2003,أبــو ظبــي,Abu Dhabi,اورام خبیثة اخرى,Other Malignant Neoplasm,مواطن,Citizen,ا,F,16
2003,أبــو ظبــي,Abu Dhabi,اورام خبیثة اخرى,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ذ,M,23
2003,أبــو ظبــي,Abu Dhabi,اورام خبیثة اخرى,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ا,F,8
2003,أبــو ظبــي,Abu Dhabi,اورام خبیثة اخرى,Other Malignant Neoplasm,جملة,Total,جملة,Total,61
2003,أبــو ظبــي,Abu Dhabi,سرطان الدم,Leukaemia,مواطن,Citizen,ذ,M,1
2003,أبــو ظبــي,Abu Dhabi,سرطان الدم,Leukaemia,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,سرطان الدم,Leukaemia,غیر مواطن,Non-Citizen,ذ,M,4
2003,أبــو ظبــي,Abu Dhabi,سرطان الدم,Leukaemia,غیر مواطن,Non-Citizen,ا,F,1
2003,أبــو ظبــي,Abu Dhabi,سرطان الدم,Leukaemia,جملة,Total,جملة,Total,6
2003,أبــو ظبــي,Abu Dhabi,داء السكري,Diabetes Mellitus,مواطن,Citizen,ذ,M,29
2003,أبــو ظبــي,Abu Dhabi,داء السكري,Diabetes Mellitus,مواطن,Citizen,ا,F,20
2003,أبــو ظبــي,Abu Dhabi,داء السكري,Diabetes Mellitus,غیر مواطن,Non-Citizen,ذ,M,26
2003,أبــو ظبــي,Abu Dhabi,داء السكري,Diabetes Mellitus,غیر مواطن,Non-Citizen,ا,F,19
2003,أبــو ظبــي,Abu Dhabi,داء السكري,Diabetes Mellitus,جملة,Total,جملة,Total,94
2003,أبــو ظبــي,Abu Dhabi,الھزال الغذائي,Nutritional Marasmus,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الھزال الغذائي,Nutritional Marasmus,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الھزال الغذائي,Nutritional Marasmus,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,الھزال الغذائي,Nutritional Marasmus,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الھزال الغذائي,Nutritional Marasmus,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,فقر الدم,Anaemia,مواطن,Citizen,ذ,M,2
2003,أبــو ظبــي,Abu Dhabi,فقر الدم,Anaemia,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,فقر الدم,Anaemia,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,فقر الدم,Anaemia,غیر مواطن,Non-Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,فقر الدم,Anaemia,جملة,Total,جملة,Total,4
2003,أبــو ظبــي,Abu Dhabi,الاضطرابات العقلیة,Mental Disorders,مواطن,Citizen,ذ,M,1
2003,أبــو ظبــي,Abu Dhabi,الاضطرابات العقلیة,Mental Disorders,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,الاضطرابات العقلیة,Mental Disorders,غیر مواطن,Non-Citizen,ذ,M,1
2003,أبــو ظبــي,Abu Dhabi,الاضطرابات العقلیة,Mental Disorders,غیر مواطن,Non-Citizen,ا,F,1
2003,أبــو ظبــي,Abu Dhabi,الاضطرابات العقلیة,Mental Disorders,جملة,Total,جملة,Total,3
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز العصبي,Diseases of the Nervous System,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز العصبي,Diseases of the Nervous System,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز العصبي,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز العصبي,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز العصبي,Diseases of the Nervous System,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,التھاب سحائي,Meningitis,مواطن,Citizen,ذ,M,1
2003,أبــو ظبــي,Abu Dhabi,التھاب سحائي,Meningitis,مواطن,Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,التھاب سحائي,Meningitis,غیر مواطن,Non-Citizen,ذ,M,4
2003,أبــو ظبــي,Abu Dhabi,التھاب سحائي,Meningitis,غیر مواطن,Non-Citizen,ا,F,1
2003,أبــو ظبــي,Abu Dhabi,التھاب سحائي,Meningitis,جملة,Total,جملة,Total,8
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,حمى روماتیزمیة حادة,Acute Rheumatic Fever,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,حمى روماتیزمیة حادة,Acute Rheumatic Fever,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,حمى روماتیزمیة حادة,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,حمى روماتیزمیة حادة,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,حمى روماتیزمیة حادة,Acute Rheumatic Fever,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ذ,M,2
2003,أبــو ظبــي,Abu Dhabi,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,جملة,Total,جملة,Total,4
2003,أبــو ظبــي,Abu Dhabi,ارتفاع ضغط الدم,Hypertensive Disease,مواطن,Citizen,ذ,M,15
2003,أبــو ظبــي,Abu Dhabi,ارتفاع ضغط الدم,Hypertensive Disease,مواطن,Citizen,ا,F,3
2003,أبــو ظبــي,Abu Dhabi,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ذ,M,21
2003,أبــو ظبــي,Abu Dhabi,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ا,F,9
2003,أبــو ظبــي,Abu Dhabi,ارتفاع ضغط الدم,Hypertensive Disease,جملة,Total,جملة,Total,48
2003,أبــو ظبــي,Abu Dhabi,مرض القلب الاسكیمى,Ischaemic Heart Disease,مواطن,Citizen,ذ,M,14
2003,أبــو ظبــي,Abu Dhabi,مرض القلب الاسكیمى,Ischaemic Heart Disease,مواطن,Citizen,ا,F,8
2003,أبــو ظبــي,Abu Dhabi,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ذ,M,109
2003,أبــو ظبــي,Abu Dhabi,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ا,F,10
2003,أبــو ظبــي,Abu Dhabi,مرض القلب الاسكیمى,Ischaemic Heart Disease,جملة,Total,جملة,Total,141
2003,أبــو ظبــي,Abu Dhabi,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,مواطن,Citizen,ذ,M,29
2003,أبــو ظبــي,Abu Dhabi,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,مواطن,Citizen,ا,F,18
2003,أبــو ظبــي,Abu Dhabi,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ذ,M,133
2003,أبــو ظبــي,Abu Dhabi,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ا,F,22
2003,أبــو ظبــي,Abu Dhabi,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,جملة,Total,جملة,Total,202
2003,أبــو ظبــي,Abu Dhabi,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,مواطن,Citizen,ذ,M,13
2003,أبــو ظبــي,Abu Dhabi,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,مواطن,Citizen,ا,F,2
2003,أبــو ظبــي,Abu Dhabi,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ذ,M,21
2003,أبــو ظبــي,Abu Dhabi,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ا,F,3
2003,أبــو ظبــي,Abu Dhabi,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,جملة,Total,جملة,Total,39
2003,أبــو ظبــي,Abu Dhabi,تصلب الشرايین,Atherosclerosis,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,تصلب الشرايین,Atherosclerosis,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,تصلب الشرايین,Atherosclerosis,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,امراض القلب الاخرى,Other Cardiovascular Diseases,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض القلب الاخرى,Other Cardiovascular Diseases,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض القلب الاخرى,Other Cardiovascular Diseases,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,التھاب رئوي,Pneumonia,مواطن,Citizen,ذ,M,9
2003,أبــو ظبــي,Abu Dhabi,التھاب رئوي,Pneumonia,مواطن,Citizen,ا,F,11
2003,أبــو ظبــي,Abu Dhabi,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ذ,M,9
2003,أبــو ظبــي,Abu Dhabi,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ا,F,13
2003,أبــو ظبــي,Abu Dhabi,التھاب رئوي,Pneumonia,جملة,Total,جملة,Total,42
2003,أبــو ظبــي,Abu Dhabi,انفلونزا,Influenza,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,انفلونزا,Influenza,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,انفلونزا,Influenza,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,انفلونزا,Influenza,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,انفلونزا,Influenza,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ا,F,3
2003,أبــو ظبــي,Abu Dhabi,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ذ,M,1
2003,أبــو ظبــي,Abu Dhabi,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",جملة,Total,جملة,Total,4
2003,أبــو ظبــي,Abu Dhabi,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الذائدة الدودية ,Appendicitis,مواطن,Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الذائدة الدودية ,Appendicitis,مواطن,Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الذائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ذ,M,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الذائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ا,F,0
2003,أبــو ظبــي,Abu Dhabi,التھاب الذائدة الدودية ,Appendicitis,جملة,Total,جملة,Total,0
2003,أبــو ظبــي,Abu Dhabi,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ذ,M,11
2003,أبــو ظبــي,Abu Dhabi,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ا,F,6
2003,أبــو ظبــي,Abu Dhabi,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ذ,M,16
2003,أبــو ظبــي,Abu Dhabi,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ا,F,4
2003,أبــو ظبــي,Abu Dhabi,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,جملة,Total,جملة,Total,37
